"Product ","Category ","Tax Category ","Location ","Strain ","Member Discount ","Requires Weighing ","Medicated ","Requires Inventory ","Default Vendor ","Default Usable ","Cost Per Unit ","Inventory Type ","Quantity On Hand ","Metrc Weighable ","Rec Tax Category ","Medical Label ","Recreational Label "
"Tincture Blackberry 150mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.15","7.5","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Blackberry 250mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.25","10","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Blackberry 500mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.5","17.5","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Blue Raspberry 150mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.15","7.5","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Blue Raspberry 250mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.25","10","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Blue Raspberry 500mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.5","17.5","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Celebrate THC 1000mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","0.992","20","Cannabinoid tinctures","11","No","Tax Standard","Default Label","Default Label"
"Tincture Drops C Shot 1oz","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Dragon Extracts LLC","0.055","20","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Drops CT Shot 1oz","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Dragon Extracts LLC","0.443","20","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Drops T Shot 1oz","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Dragon Extracts LLC","1.059","10","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Hibernate CBN 1270mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","0.2875","20","Cannabinoid tinctures","6","No","Tax Standard","Default Label","Default Label"
"Tincture Mango 150mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.15","7.5","Cannabinoid tinctures","3","No","Tax Standard","Default Label","Default Label"
"Tincture Mango 250mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.25","10","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Mango 500mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.5","17.5","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Partake THC 300mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","0.3","8.25","Cannabinoid tinctures","8","No","Tax Standard","Default Label","Default Label"
"Tincture Recover CBD 1000mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","High Desert Pure","0.038","15","Cannabinoid tinctures","9","No","Tax Standard","Default Label","Default Label"
"Tincture Revive CBD 5000mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","0.03","35","Cannabinoid tinctures","13","No","Tax Exempt","Default Label","Default Label"
"Tincture Spray C Shot 0.17oz","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Dragon Extracts LLC","0.014","8.33","Cannabinoid topicals","2","No","Tax Standard","Default Label","Default Label"
"Tincture Spray CT Shot 0.17oz","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Dragon Extracts LLC","0.092","7","Cannabinoid tinctures","10","No","Tax Standard","Default Label","Default Label"
"Tincture Spray T Shot 0.17oz","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Dragon Extracts LLC","0.304","7","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Super Punch 150mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.15","7.5","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Super Punch 250mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.25","10","Cannabinoid tinctures","","No","Tax Standard","Default Label","Default Label"
"Tincture Super Punch 500mg","Tinctures","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Crown B Alchemy","0.5","17.5","Cannabinoid tinctures","7","No","Tax Standard","Default Label","Default Label"
"TMGSC x LSD JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","GSC","Yes","No","Yes","Yes","Bishop Orchards","5","9","Bud","","No","Tax Standard","Default Label","Default Label"
"Transdermal 1to1 Patch","Topicals","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","0.0239","10","Cannabinoid topicals","3","No","Tax Standard","Default Label","Default Label"
"Triple Blueberry Diesel JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","DYME Distribution","1.2","2.24","Bud","","No","Tax Standard","Default Label","Default Label"
"Triple Blueberry PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","DYME Distribution","1","1.87","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Triple Blueberry PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","DYME Distribution","3.5","6.55","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Triple Blueberry PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Blueberry Diesel x Triple OG","Yes","No","Yes","Yes","DYME Distribution","7","13.09","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Triple Chocolate Chip TWAX JNT 1g","Infused Prerolls","Tax Exempt","Apothca - Eugene","Triple Chocolate Chip","Yes","No","Yes","Yes","DYME Distribution","1","8","Infused Prerolls","","No","Tax Standard","Default Label","Default Label"
"Tropical Trainwreck cart Dist 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Miracle Wholesale","1","8","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Tropicana Cookies BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Tropicana Cookies","Yes","Yes","Yes","Yes","SugarTop Buddery","","0.66","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Tropicana Cookies JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Tropicana Cookies","Yes","No","Yes","Yes","Self Made Farms, LLC.","1.2","0.79","Bud","","No","Tax Standard","Default Label","Default Label"
"Tropicana Cookies PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Tropicana Cookies","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","0.66","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Tropicana Cookies PP 28g","Special","Tax Exempt","Apothca - Eugene","Tropicana Cookies","Yes","No","Yes","Yes","Self Made Farms, LLC.","28","18.48","Bud","1","Yes","Tax Standard","Default Label","Default Label"
"Tropicana Cookies PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Tropicana Cookies","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","2.31","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Tropicana Cookies PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Tropicana Cookies","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","4.62","Bud","","Yes","Tax Standard","Default Label","Default Label"
"UK Haze LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","8","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Ultraviolence BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Ultraviolence","Yes","Yes","Yes","Yes","Southlake Farms","","1.52","Bud","","Yes","Tax Standard","Default Label","Default Label"
"UltraViolence cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Drops","1","15.63","Cannabinoid extract in liquid form","21","No","Tax Standard","Default Label","Default Label"
"UltraViolence JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Ultraviolence","Yes","No","Yes","Yes","Southlake Farms","0.6","0.92","Bud","","No","Tax Standard","Default Label","Default Label"
"Vanilla Cream Pie BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Vanilla Cream Pie","Yes","Yes","Yes","Yes","Forbidden Flower","","2.09","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Vanilla Cream Pie JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Vanilla Cream Pie","Yes","No","Yes","Yes","Forbidden Flower","1","2.08","Bud","","No","Tax Standard","Default Label","Default Label"
"Vanilla Cream Pie PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Vanilla Cream Pie","Yes","No","Yes","Yes","Forbidden Flower","1","2.09","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Vanilla cream Pie PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Vanilla Cream Pie","Yes","No","Yes","Yes","Forbidden Flower","3.5","7.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Vanilla Cream Pie PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Vanilla Cream Pie","Yes","No","Yes","Yes","Forbidden Flower","7","14.63","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Vanilla OG Bulk","Bulk Flower","Tax Exempt","Apothca - Eugene","Vanilla OG","Yes","Yes","Yes","Yes","Sugar Shack Farms","","3.52","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Vanilla OG JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Vanilla OG","Yes","No","Yes","Yes","Sugar Shack Farms","1","3.52","Bud","","No","Tax Standard","Default Label","Default Label"
"Vanilla OG PP 1g
","Sharing Shelf","Tax Exempt","Apothca - Eugene","Vanilla OG","Yes","No","Yes","Yes","Sugar Shack Farms","1","3.52","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Vanilla OG PP 3.5g
","Sharing Shelf","Tax Exempt","Apothca - Eugene","Vanilla OG","Yes","No","Yes","Yes","Sugar Shack Farms","3.5","12.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Vanilla OG PP 7g
","Sharing Shelf","Tax Exempt","Apothca - Eugene","Vanilla OG","Yes","No","Yes","Yes","Sugar Shack Farms","7","24.64","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Venom OG CRUMBLE 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","7.2","Cannabinoid extract in solid form","52","No","Tax Standard","Default Label","Default Label"
"Wappa cart LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","16.2","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Washington Apple INFUSED JNT 0.5g 5pk","Infused Prerolls","Tax Exempt","Apothca - Eugene","Washington Apple","Yes","No","Yes","Yes","DYME Distribution","2.5","12.75","Infused Prerolls","","No","Tax Standard","Default Label","Default Label"
"Water Berry THC 50mg","Infused Beverage","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.05","5","Cannabinoid edibles","20","No","Tax Standard","Default Label","Default Label"
"Water Blood Orange CBD 25mg","Infused Beverage","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Wyld","0.025","2","Cannabinoid edibles","2","No","Tax Exempt","Default Label","Default Label"
"Water Lemon CBD 25mg","Infused Beverage","Tax Exempt","Apothca - Eugene","","Yes","No","Yes","Yes","Wyld","0.025","1.9","Cannabinoid edibles","9","No","Tax Exempt","Default Label","Default Label"
"Water Lime THC 25mg","Infused Beverage","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.05","2.5","Cannabinoid edibles","8","No","Tax Standard","Default Label","Default Label"
"Water Raspberry CBD 25mg","Infused Beverage","Tax Exempt","Apothca - Eugene","","Yes","No","Yes","Yes","Wyld","0.025","1.9","Cannabinoid edibles","8","No","Tax Exempt","Default Label","Default Label"
"Watermelon Zkittles LR","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","8","Cannabinoid concentrate in solid form","","No","Tax Standard","Default Label","Default Label"
"Watermelon Zkittlez BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Watermelon Zkittlez","Yes","Yes","Yes","Yes","Forbidden Flower","","1.65","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Wedding Cake BLUNT 2g","Prerolls","Tax Exempt","Apothca - Eugene","Wedding Cake","Yes","No","Yes","Yes","Dreamfield Transfer Services","2","6.5","Bud","","No","Tax Standard","Default Label","Default Label"
"Wedding Cake BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Wedding Cake","Yes","Yes","Yes","Yes","Green Sea Distribution","","1.32","Bud","36","Yes","Tax Standard","Default Label","Default Label"
"Wedding Cake JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Wedding Cake","Yes","No","Yes","Yes","Southlake Farms","1","2.31","Bud","","No","Tax Standard","Default Label","Default Label"
"Wedding Cake LR 1g","Extracts","Tax Exempt","Apothca - Eugene","Wedding Cake","Yes","No","Yes","Yes","Oregrown Eugene","1","7","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Wedding Cake PP 1g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Wedding Cake","Yes","No","Yes","Yes","Oregrown Eugene","1","3.08","Bud","21","Yes","Tax Standard","Default Label","Default Label"
"Wedding Cake PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Wedding Cake","Yes","No","Yes","Yes","Oregrown Eugene","3.5","10.78","Bud","24","Yes","Tax Standard","Default Label","Default Label"
"Wedding Cake PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Wedding Cake","Yes","No","Yes","Yes","Southlake Farms","7","16.17","Bud","11","Yes","Tax Standard","Default Label","Default Label"
"Wedding Cake TWAX JNT 0.5g","Infused Prerolls","Tax Exempt","Apothca - Eugene","Wedding Cake","Yes","No","Yes","Yes","Fire Dept. Cannabis","0.95","5","Infused Prerolls","","No","Tax Standard","Default Label","Default Label"
"White Tahoe Cookies BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","White Tahoe Cookies","Yes","Yes","Yes","Yes","Sugar Shack Farms","","2.41","Bud","97","Yes","Tax Standard","Default Label","Default Label"
"White Tahoe Cookies Cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Miracle Wholesale","1","8","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"White Tahoe Cookies JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","White Tahoe Cookies","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.6","1.65","Bud","","No","Tax Standard","Default Label","Default Label"
"White Widow Haze BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","White Widow Haze","Yes","Yes","Yes","Yes","Arise Cannabis","","2.86","Bud","","Yes","Tax Standard","Default Label","Default Label"
"White WIdow Haze JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","White Widow Haze","Yes","No","Yes","Yes","Arise Cannabis","1","2.86","Bud","","No","Tax Standard","Default Label","Default Label"
"White Widow Haze PP 1g","Private Stash","Tax Exempt","Apothca - Eugene","White Widow Haze","Yes","No","Yes","Yes","Arise Cannabis","1","2.86","Bud","","Yes","Tax Standard","Default Label","Default Label"
"White Widow Haze PP 3.5g","Private Stash","Tax Exempt","Apothca - Eugene","White Widow Haze","Yes","No","Yes","Yes","Arise Cannabis","3.5","10.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"White Widow Haze PP 7g","Private Stash","Tax Exempt","Apothca - Eugene","White Widow Haze","Yes","No","Yes","Yes","Arise Cannabis","7","20.02","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Wild Bourbon CBD LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Caduceus Hill LLC
","1","10","Cannabinoid extract in solid form","","No","Tax Exempt","Default Label","Default Label"
"Zkittles Pie Crumble 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","8","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Zurple Punch BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Zurple Punch","Yes","Yes","Yes","Yes","Forbidden Flower","","1.21","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Zurple Punch cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","18","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Zurple Punch JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Zurple Punch","Yes","No","Yes","Yes","Forbidden Flower","1.2","1.45","Bud","","No","Tax Standard","Default Label","Default Label"
"Zurple Punch LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","14","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Zurple Punch PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Zurple Punch","Yes","No","Yes","Yes","Forbidden Flower","1","1.21","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Zurple Punch PP 28g","Bulk Shake","Tax Exempt","Apothca - Eugene","Zurple Punch","Yes","No","Yes","Yes","Forbidden Flower","28","33.88","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Zurple Punch PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Zurple Punch","Yes","No","Yes","Yes","Forbidden Flower","3.5","4.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Zurple Punch PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Zurple Punch","Yes","No","Yes","Yes","Forbidden Flower","7","8.47","Bud","","Yes","Tax Standard","Default Label","Default Label"
